	sequences per sample	iteration	LC01_F	LC02_F	LC03_F	LC05_F	LC06_F	LC07_F	LC08_F	LC10_F	LC11_F	LC12_F	LC13_F	LP02_F	LP03_F	LP04_F	LP05_F	LP06_F	LP08_F_REDO	LP09_F	LP11_F	LP12_F	LP13_F_REDO	LP14_F	LP16_F	LP17_F	LP18_F	LP19_F	LP20_F	s10832	s10852	s11287	s11367	s12389	s1624	s20844	s21911	s21944	s22683	s22756	s22787	s24010	s25149	s26891	s26917	s27111	s27321_9596	s27403	s27555	s27796	s28408	s28504	s28535	s28791	s29396	s29404	s29523	s29527	s29556	s29586	s29745	s29753	s29763	s29777	s29780_9504	s29848	s29934	s30012	s30239	s30731	s30879	s31091	s31166	s31202	s31219	s31369	s31407	s31475	s31659	s31686	s31716	s31761	s31904	s31943	s32025	s32109	s32186	s32573	s32679	s32994	s33276	s33833	sAI_5316	sAI_9042	sAI_9328
alpha_rarefaction_1526_0.txt	1526	0	0.940559356476	0.931693374261	0.944015397591	0.966641129981	0.948270175842	0.876997057555	0.878263871831	0.921511622914	0.956405270634	0.970160726524	0.967579001974	0.853090769175	0.922586053191	0.929462922279	0.91835188751	0.941187181042	0.948804384981	0.893906236849	0.9321614514	0.911828008705	0.785639565143	0.954785466076	0.949981878114	0.938173451352	0.898329351099	0.856490984577	0.917347024661	0.635937330913	0.909027275585	0.870030867325	0.824144707121	0.803916903854	0.881717336375	0.870023137611	0.618682891051	0.86591522393	0.948356920413	0.919567170358	0.899634813946	0.927237623439	0.803026269004	0.920125427496	0.868795830764	0.895859277976	0.922933890331	0.88452579921	0.958859884329	0.929912963418	0.914213913829	0.677044810012	0.92736044001	0.911753288135	0.954916871218	0.809232370669	0.969941717955	0.880556161527	0.821731318569	0.920269715495	0.936221269082	0.729142225024	0.678167336289	0.853962509168	0.849075612065	0.860507859402	0.878388406116	0.847555434934	0.955208023787	0.952500906094	0.822725016275	0.876338314132	0.929329799423	0.764415487599	0.937521578786	0.894354560274	0.572308041136	0.785503006859	0.861036915397	0.853995145739	0.866663288495	0.823229165414	0.963414403721	0.942982192456	0.965351126563	0.652539039351	0.966921976265	0.915579496675	0.831893316202	0.880346600386	0.953405282658	0.969056236248	0.765841190445	0.830956303067	0.822470794563
alpha_rarefaction_1526_1.txt	1526	1	0.945938378718	0.931487248548	0.937667584499	0.967114360263	0.941436249611	0.878668393542	0.888409551178	0.924792457173	0.953310808374	0.969656577386	0.968439576824	0.867212957062	0.917945648085	0.926736909729	0.914937930395	0.93621268051	0.951877375814	0.897491106534	0.929191523424	0.909832024721	0.776956519499	0.953043703804	0.951811243814	0.937422810215	0.897794283103	0.870982481032	0.910951974427	0.666345167812	0.919348161788	0.852435461181	0.842203037262	0.817042817464	0.866644393638	0.880313963815	0.608875601415	0.85066621548	0.95287708552	0.911382261852	0.895282125981	0.935585714801	0.798610884468	0.927185233154	0.859234174269	0.892926280857	0.920850302919	0.888837262032	0.962595054014	0.926359871446	0.914444087542	0.687940271639	0.926726603443	0.911053319569	0.956264418064	0.819828091156	0.97054892995	0.886964094619	0.821455625428	0.918819964649	0.937952725068	0.736950954104	0.665945799244	0.858281701705	0.852003456041	0.855664764012	0.888419857464	0.847440348078	0.952799788378	0.949354053548	0.83540260646	0.875281060998	0.933350968533	0.775953374364	0.934829920521	0.898583572811	0.594342879817	0.772599537248	0.866906345065	0.853776996027	0.873189743872	0.823986677408	0.966363719126	0.936475490794	0.966051095129	0.65557424047	0.96765801683	0.908556621874	0.838850059003	0.885194848918	0.955452798071	0.971053079089	0.751537783702	0.850628425766	0.807852187251
alpha_rarefaction_1526_2.txt	1526	2	0.942443689032	0.933578565674	0.93452159081	0.9678409534	0.948167971843	0.887335979758	0.882994456936	0.930366439986	0.95219944724	0.968486813966	0.966526043125	0.868254750768	0.914452676113	0.927302037724	0.920659636635	0.943933806163	0.948649790697	0.900142398513	0.937433116501	0.912193022988	0.784844263436	0.954735652362	0.948527832983	0.940815295902	0.889952058595	0.861623514821	0.917519654946	0.682405796255	0.904446131622	0.862995109667	0.812785462641	0.801936379299	0.877166252411	0.856690239432	0.617389452204	0.849009480065	0.950277324969	0.920087637782	0.896197667688	0.934044066242	0.800972741592	0.926537654873	0.864300572514	0.900458457939	0.925530215453	0.874971872429	0.959680092894	0.926018905163	0.913190156123	0.68146277112	0.929753215991	0.910602419572	0.952299074667	0.816038813472	0.97211119108	0.869576531901	0.813245810065	0.91535619382	0.932183781685	0.745277574038	0.669644038071	0.865295987935	0.863922675374	0.85499056116	0.868855950763	0.84038054242	0.951734805529	0.949587662689	0.81274080207	0.873582241583	0.936680757649	0.769780768127	0.940996514758	0.900451587082	0.617323320204	0.776045272077	0.853997722311	0.851637582901	0.865925530215	0.818974387162	0.963667766576	0.938295409065	0.96388849286	0.647920105674	0.967262942548	0.911864080705	0.847618131505	0.876273899847	0.953406141516	0.971814885368	0.769157237847	0.845446940665	0.81091744837
alpha_rarefaction_1526_3.txt	1526	3	0.947357210707	0.927627544579	0.932979083393	0.967502563689	0.953546135229	0.876964420984	0.876870805556	0.91988151207	0.950103835828	0.968082292255	0.970049933954	0.866503541068	0.91854684808	0.932097037115	0.917930188657	0.939350944485	0.948551022126	0.895526900264	0.936287401081	0.909251437297	0.792059522235	0.952207176954	0.94771020099	0.941236994756	0.891011029443	0.864378728514	0.922506179477	0.644658166271	0.908951696157	0.860178917119	0.810856469513	0.807296506684	0.879529827249	0.870349503323	0.60140697976	0.846354752658	0.952131597526	0.916820545237	0.890228610592	0.931738893689	0.796401903914	0.929267961709	0.868528726195	0.89005855688	0.921605238341	0.887159055188	0.960592199172	0.92787918972	0.911164970996	0.683886465957	0.924478974318	0.901677176215	0.952303368953	0.810725923228	0.971951443653	0.872257025022	0.814016204916	0.91179966642	0.936416229652	0.735429918117	0.694228823589	0.855188957158	0.863787834804	0.850977980621	0.887264694616	0.846104825231	0.952894262663	0.955194282073	0.826685206529	0.875287072998	0.931708833689	0.78565846	0.934597170238	0.896711264255	0.564335270342	0.769075646419	0.876896571271	0.870023137611	0.854859156018	0.840591821275	0.965087457422	0.931833367974	0.970460467665	0.666116711814	0.965644855703	0.920472405779	0.839986326994	0.880827560382	0.954199725509	0.971200802516	0.76404617903	0.835248871032	0.812118989503
alpha_rarefaction_1526_4.txt	1526	4	0.943902028449	0.933901495957	0.934293134811	0.963872174575	0.95227416781	0.878488033544	0.886616257478	0.928866016569	0.953068610661	0.969379166531	0.967105771692	0.859977085692	0.91770430923	0.934360125668	0.917694002944	0.939737430196	0.948027119273	0.892048528864	0.9338765891	0.910583524715	0.790373585677	0.951721922672	0.94733831585	0.941455144468	0.894924841412	0.852644163465	0.914213054972	0.63238166237	0.906511683034	0.851583474902	0.823580437983	0.810804079228	0.874750287288	0.868366402196	0.617146395634	0.849050705208	0.948397286699	0.926235337162	0.895880749404	0.937599734785	0.799131351893	0.931078432551	0.870284230181	0.895287279123	0.923783300038	0.884714747779	0.962292736302	0.920048989211	0.908210502449	0.689803991624	0.923873480038	0.907722671595	0.949283627263	0.819195972304	0.97035396938	0.87374198901	0.810582494087	0.916677116095	0.935369282803	0.745265550038	0.672869046617	0.861362422252	0.853588906314	0.856159465722	0.887838411183	0.837371965872	0.955800635211	0.956302207778	0.834064507042	0.872547318734	0.921995159481	0.756814601945	0.938107319352	0.896555811113	0.585823017028	0.780241648044	0.87246143302	0.861683634821	0.864492956513	0.83540260646	0.966229737413	0.937671019927	0.967711265973	0.652060655926	0.964382335714	0.917637318373	0.84354714868	0.876912030699	0.953649198085	0.969957177383	0.760114331062	0.842741540687	0.825456181968
alpha_rarefaction_1526_5.txt	1526	5	0.942429088461	0.928410822287	0.936319178795	0.968241180825	0.948495196412	0.892371459147	0.873594265583	0.926521336588	0.957577610625	0.965773684274	0.969809453956	0.857495847426	0.917448369803	0.928367020573	0.914310964686	0.942764901601	0.952516365523	0.906509965319	0.930418830271	0.908889858443	0.791624081667	0.953951515797	0.951853327814	0.939908342766	0.896127241402	0.859252210269	0.920793618348	0.651347804504	0.903169869917	0.858179497706	0.795773220491	0.817271273462	0.877446239838	0.878654651828	0.592735958115	0.854992278874	0.948756288981	0.920749816634	0.898483945384	0.933797574244	0.806867078116	0.925893512021	0.870385575323	0.895326786552	0.923838266895	0.891199119156	0.955028522645	0.921818234911	0.917193289234	0.685364559089	0.919245957789	0.909739268151	0.953309090659	0.822860715703	0.970074840811	0.871992497024	0.824422976833	0.913963127545	0.939666145054	0.738039984953	0.670168799782	0.842957972685	0.861754919963	0.863786975947	0.883590503788	0.838429219007	0.953750543227	0.945849057576	0.816877058036	0.881182268379	0.938121061066	0.773233373814	0.93726821593	0.890597060304	0.596681547798	0.766195898442	0.865527879361	0.860251061118	0.855560842298	0.815371481477	0.961725890592	0.941023998186	0.966781123694	0.644591175415	0.965619948846	0.923729192039	0.844022955534	0.891903382008	0.953187991803	0.970785115662	0.751372024275	0.84767653379	0.820905956861
alpha_rarefaction_1526_6.txt	1526	6	0.945110440439	0.932778110823	0.940253603335	0.966830937408	0.947810687275	0.881392688377	0.887859882611	0.923628705754	0.954798348933	0.970158149953	0.967076570549	0.859891199978	0.919409999502	0.926108226305	0.91380595669	0.938212099923	0.952761139806	0.894169047132	0.932154580543	0.905835762468	0.774870355515	0.954453088364	0.945399016437	0.942214374177	0.892416119718	0.868430816481	0.914791924682	0.64601687826	0.904592137335	0.875756867851	0.821755366569	0.817675795173	0.875405595282	0.86575032336	0.591652939267	0.848568027497	0.952138468383	0.916527674953	0.90291736592	0.928457200572	0.801628908444	0.926435450874	0.868914353049	0.887927732325	0.925321513169	0.879543568964	0.956151907779	0.925340408026	0.918701442365	0.679519177421	0.930333803414	0.911420051566	0.956740224918	0.824046797408	0.969303587103	0.872214082165	0.820913686576	0.918177539512	0.940395314763	0.744897100327	0.68358586596	0.853584612028	0.849851160058	0.861713694821	0.885714457486	0.837414908729	0.955764563211	0.954352602079	0.822972367131	0.885522073487	0.929974801132	0.76871836185	0.935113343376	0.906398313892	0.591826428408	0.784744636008	0.867628643916	0.865800995931	0.857097337715	0.833829180187	0.962652597442	0.943798106735	0.96693829455	0.651209528505	0.967966346542	0.923197559472	0.848605817211	0.875658958138	0.95392059694	0.971322760229	0.76087356077	0.855660469726	0.827563817379
alpha_rarefaction_1526_7.txt	1526	7	0.941322880469	0.929152015995	0.933556235389	0.965060832851	0.946444245571	0.875655522709	0.88173966666	0.922446059478	0.958862460901	0.970481939093	0.967180492263	0.850427453197	0.923135721758	0.926461216588	0.901151555648	0.943452846167	0.947115871852	0.896283553401	0.934430551953	0.907152390457	0.795665863349	0.955523224356	0.9482229387	0.943153105026	0.899481078518	0.856792443431	0.920072178354	0.62016441961	0.916928761236	0.871610305599	0.803890279283	0.81322347978	0.860958759398	0.872123902166	0.607850984851	0.849992012629	0.951931483813	0.913625596691	0.898077705958	0.931569698833	0.79665526677	0.931719139975	0.865631801075	0.899380592234	0.920546267493	0.883859326072	0.960873904313	0.922083621766	0.912976300696	0.696127756717	0.923116826901	0.911144358425	0.950656939823	0.817277285462	0.972124073937	0.884375499211	0.79985794503	0.9160097841	0.93075807884	0.749922273429	0.670143034067	0.861726577678	0.864221557658	0.860588591972	0.88247141294	0.839544015569	0.95426242208	0.951216914676	0.818984693448	0.872555907305	0.935554795944	0.774319828091	0.926476676017	0.904961445903	0.566697986324	0.774361912091	0.876648361558	0.858930138843	0.862788125098	0.827781108235	0.964939733995	0.936508127365	0.970304155666	0.6767905883	0.96591883113	0.90498034076	0.841215351556	0.884886519207	0.956023079209	0.968766801393	0.751299021418	0.844515080672	0.821648009427
alpha_rarefaction_1526_8.txt	1526	8	0.940844497045	0.926864020585	0.93898678906	0.966562973982	0.949569626689	0.875995630135	0.882364914655	0.925161765742	0.954253833509	0.971352820229	0.964943169423	0.86771452963	0.915508211533	0.929484393707	0.911305823567	0.943214083883	0.952311098667	0.904192768766	0.93585883137	0.902953437919	0.790818473673	0.95443333465	0.950588231252	0.941589126182	0.900928252793	0.864303149086	0.923213877757	0.666377804383	0.911434652137	0.868120769055	0.817051406035	0.80320147586	0.868791536478	0.885791754628	0.611710688821	0.849187263492	0.948493478698	0.922313795479	0.893634837994	0.931925265687	0.798573094754	0.932383895398	0.866690771924	0.897358842535	0.923971389751	0.886953788333	0.961171927739	0.925906394878	0.911826290991	0.68641064708	0.929284279994	0.91162274185	0.955865908353	0.819045672305	0.970485374522	0.87345427187	0.800504664453	0.914388261828	0.938063517638	0.742752534058	0.664157658687	0.85589322001	0.855687094297	0.853810491455	0.880216054101	0.846764427512	0.955709596354	0.956468826063	0.829241165366	0.885086632919	0.934063819956	0.768054465284	0.93643770108	0.897326205964	0.577351250238	0.765948547587	0.865793266217	0.852908691462	0.86898306162	0.830269217358	0.965574429418	0.938259337065	0.96571785856	0.664842167824	0.967134113977	0.919219333218	0.84959264406	0.874276198149	0.95415764151	0.97076793852	0.767918765857	0.844057309819	0.816110957471
alpha_rarefaction_1526_9.txt	1526	9	0.942292530176	0.933288271962	0.936679039935	0.96623660827	0.947334880421	0.871772629597	0.87818915126	0.927798457149	0.956255829493	0.969401496816	0.967791139686	0.855278278301	0.917054154378	0.933191221106	0.910281207003	0.941589985039	0.948947814123	0.898657434525	0.932429414826	0.908969732157	0.787951608554	0.9553119455	0.949086948979	0.938496381635	0.901621350501	0.864162296515	0.916123153242	0.643851699421	0.911759300134	0.866166010214	0.81512756605	0.816366038041	0.859136264555	0.869172010189	0.596619710084	0.863116208524	0.9500042084	0.92305413033	0.896936284825	0.932145133114	0.806314832978	0.933228151963	0.866577402782	0.889456498027	0.924227329178	0.891103786014	0.960975249455	0.921752961769	0.911668261278	0.680788568268	0.926780711443	0.91269030127	0.950636327252	0.82915613851	0.968922254534	0.866361829641	0.807454536398	0.916513933239	0.922087057195	0.736092096968	0.678321930573	0.857079301715	0.861571124536	0.867769496486	0.885411280917	0.836180731025	0.956936903202	0.948277046699	0.809691859237	0.874283069006	0.927770114864	0.754877879104	0.937062090218	0.895196240267	0.599571602061	0.784555687438	0.868767488478	0.860031193691	0.866535318782	0.803305397574	0.964074864859	0.935289409089	0.968794284821	0.660614014144	0.966511442554	0.915753844674	0.843868361249	0.880459110671	0.955379795214	0.972333635078	0.757923386508	0.835864671599	0.814361465485
alpha_rarefaction_3042_0.txt	3042	0	0.938824893308	0.927869135197	0.936642646171	0.966482395704	0.947297337602	0.874811374053	0.892497798734	0.933253538776	0.955007281361	0.970232869565	0.968426685617	0.861136290055	0.920895756581	0.928011779855	0.914261267091	0.942448716004	0.950315785015	0.891789330266	0.937489868987	0.905001683639	0.78371006652	0.954779482165	0.950416500788	0.937993880112	0.895319569421	0.859509060313	0.91858404861	0.637208599657	0.91572142968	0.860256431869	0.820619155621	0.813394419827	0.881183267695	0.869727604897	0.584670843129	0.853046608926	0.952710270113	0.916277959974	0.898360278045	0.932928265731	0.800755022497	0.934427763665	0.869674221214	0.890874675429	0.924608840251	0.885586016674	0.959662252031	0.922972965379	0.910630096034	0.689401847724	0.923355944673	0.909434474447	0.955625408212	0.816123471487	0.971932718405	0.873766177741	0.810158115119	0.91560774621	0.934841217044	0.747577742419	0.661187815034	0.856161449546	0.85703028519	0.854582848666	0.8786534863	0.843023444298	0.952522886903	0.950034386008	0.824466887204	0.882529314558	0.928001405698	0.776907861493	0.936258586236	0.896317217513	0.580160246144	0.766724113561	0.865174646771	0.85767845387	0.865777644643	0.829221276877	0.964681182706	0.94047827457	0.965870536573	0.658361289525	0.967143964337	0.912987839327	0.838041471557	0.885251882369	0.954559247459	0.969801261411	0.764204057938	0.840939535523	0.805594134452
alpha_rarefaction_3042_1.txt	3042	1	0.944058223227	0.931352042261	0.937911102985	0.965692446879	0.950789105925	0.875788922216	0.89636498186	0.928855112363	0.956191015894	0.969182486175	0.968742665147	0.864394855974	0.920427406621	0.927464543077	0.90860735156	0.943820698259	0.951603909501	0.899427735568	0.934438137822	0.909298097509	0.79455732824	0.952739663557	0.946246089699	0.942624644415	0.891677591951	0.863757493707	0.92045744845	0.621160859516	0.909812482791	0.85853777987	0.822862350931	0.805591757041	0.881890439393	0.865591990459	0.594314486516	0.86126553476	0.948339508118	0.916324427552	0.899966543344	0.932991807442	0.79659563395	0.928386762403	0.866036782438	0.892377415287	0.92338382522	0.885303320897	0.957398092279	0.923346218901	0.914426605217	0.686483683829	0.921442561103	0.914017042146	0.953490493166	0.818838042552	0.972021330996	0.87540248487	0.813379723105	0.917261991985	0.936614333367	0.737227791848	0.695905147354	0.850688433377	0.857910575632	0.857060110891	0.877539777327	0.84329295625	0.955269877209	0.951521780759	0.82972550413	0.877233739698	0.931172655797	0.768688503403	0.937850370941	0.900329854965	0.582682246921	0.776749871728	0.881035003702	0.858529350867	0.862261453826	0.829586317524	0.964749479239	0.942215081344	0.968653836428	0.674523793777	0.967433143962	0.917031383122	0.843924050797	0.879556902467	0.95522232899	0.96988382241	0.75762554567	0.851451798425	0.816868249504
alpha_rarefaction_3042_2.txt	3042	2	0.944509499054	0.93262482164	0.936026896731	0.966554798674	0.952259210414	0.87805524325	0.889175907231	0.923097239134	0.956215438388	0.969018012562	0.96995622538	0.86120674787	0.919373781307	0.930449274479	0.915138315609	0.941221755817	0.95484259162	0.895677045578	0.935029248639	0.908820670162	0.78409974579	0.952811634271	0.951110056405	0.942458874032	0.899311458559	0.859883610604	0.914652027002	0.660690287758	0.90791660561	0.867826540638	0.81944536299	0.807060348632	0.87620561752	0.871549350081	0.601072601376	0.861190322122	0.953037488313	0.923244854742	0.892630285363	0.932608179763	0.80723800607	0.927704013199	0.866369187716	0.894556852757	0.923567101992	0.883797555243	0.957996335329	0.923538573061	0.917608013345	0.689020813585	0.927621236072	0.907422320258	0.954889923711	0.822665458077	0.973166162439	0.872635610763	0.818361695846	0.918926179661	0.938194879403	0.741029055852	0.691045719342	0.859983677993	0.855355291101	0.856220236436	0.878719405422	0.839095529127	0.954595557008	0.952346093979	0.819412295364	0.879923888269	0.930270104144	0.778642290856	0.931797266496	0.900150468501	0.569434448512	0.778108237902	0.871371692643	0.862317431048	0.859070103798	0.82846785373	0.964834849905	0.942594386457	0.965669321154	0.666741879304	0.967189567402	0.921365619439	0.848563460231	0.884247102044	0.954409902824	0.972344442759	0.763119094025	0.840857190652	0.823268888206
